protocl,src,dst,classfication
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,47257,110,3
6,110,47257,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
6,47257,110,3
6,110,47257,3
