protocl,src,dst,classfication
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,52180,9010,3
6,9010,52180,3
6,60740,9001,3
6,9001,60740,3
6,9001,60740,3
6,60740,9001,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,9010,52180,3
6,45788,443,3
6,52180,9010,3
6,45788,443,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,45788,443,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
6,45788,443,3
6,443,45788,3
6,443,45788,3
