protocl,src,dst,classfication
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,38894,443,8
6,443,38894,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
6,443,38894,8
6,38894,443,8
