protocl,src,dst,classfication
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
6,443,55139,8
6,55139,443,8
6,55139,443,8
6,443,55139,8
6,55139,443,8
6,443,55139,8
