protocl,src,dst,classfication
6,35119,443,6
6,443,35119,6
6,48642,443,6
6,41725,443,6
6,443,41725,6
6,443,48642,6
6,53347,80,6
6,41651,443,6
6,443,41651,6
6,80,53347,6
6,39212,80,6
6,41653,443,6
6,80,39212,6
6,443,41653,6
6,47131,80,6
6,80,47131,6
6,42431,443,6
6,443,42431,6
6,35118,443,6
6,443,35118,6
6,56554,443,6
6,51683,443,6
6,33193,443,6
6,443,51683,6
6,443,33193,6
6,443,56554,6
6,40594,443,6
6,443,40594,6
6,50118,443,6
6,443,50118,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
17,35121,53,6
17,35121,53,6
17,35121,53,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
17,53,35121,6
17,53,35121,6
1,53,35121,6
17,53,35121,6
1,53,35121,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
17,33917,53,6
6,9001,34160,6
6,34160,9001,6
17,53,33917,6
17,13987,53,6
17,15704,53,6
17,53,13987,6
17,53,15704,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,34160,9001,6
6,9001,34160,6
6,34160,9001,6
6,9001,34160,6
