protocl,src,dst,classfication
6,36629,443,4
6,443,36629,4
0,0,0,4
0,0,0,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,36629,443,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
6,36629,443,4
6,443,36629,4
