protocol,src_port,dst_port,packet_length,timestamp,flags,src_ip,dst_ip,classification
6,37652,443,597,1456328168.816682,PA,10.0.2.15,195.154.107.23,6
6,443,37652,60,1456328168.816825,A,195.154.107.23,10.0.2.15,6
6,443,37652,597,1456328169.334278,PA,195.154.107.23,10.0.2.15,6
6,37652,443,54,1456328169.334317,A,10.0.2.15,195.154.107.23,6
6,37652,443,597,1456328169.337257,PA,10.0.2.15,195.154.107.23,6
6,443,37652,60,1456328169.337385,A,195.154.107.23,10.0.2.15,6
6,443,37652,597,1456328169.644735,PA,195.154.107.23,10.0.2.15,6
6,37652,443,597,1456328169.645190,PA,10.0.2.15,195.154.107.23,6
6,443,37652,60,1456328169.645412,A,195.154.107.23,10.0.2.15,6
6,443,37652,1111,1456328169.942226,PA,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328169.952736,A,195.154.107.23,10.0.2.15,6
6,443,37652,1310,1456328169.952773,PA,195.154.107.23,10.0.2.15,6
6,37652,443,54,1456328169.952888,A,10.0.2.15,195.154.107.23,6
6,443,37652,1474,1456328169.964719,A,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328169.964809,A,195.154.107.23,10.0.2.15,6
6,37652,443,54,1456328169.964830,A,10.0.2.15,195.154.107.23,6
6,443,37652,1228,1456328169.964851,PA,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328169.989636,A,195.154.107.23,10.0.2.15,6
6,37652,443,54,1456328169.989685,A,10.0.2.15,195.154.107.23,6
6,443,37652,1474,1456328169.989765,A,195.154.107.23,10.0.2.15,6
6,443,37652,1228,1456328169.989782,PA,195.154.107.23,10.0.2.15,6
6,37652,443,54,1456328169.989904,A,10.0.2.15,195.154.107.23,6
6,443,37652,1392,1456328170.033679,PA,195.154.107.23,10.0.2.15,6
6,37652,443,597,1456328170.034395,PA,10.0.2.15,195.154.107.23,6
6,443,37652,60,1456328170.034756,A,195.154.107.23,10.0.2.15,6
6,443,37652,1392,1456328170.082964,PA,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328170.083143,A,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328170.083175,A,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328170.083195,A,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328170.083210,A,195.154.107.23,10.0.2.15,6
6,443,37652,1064,1456328170.083227,PA,195.154.107.23,10.0.2.15,6
6,37652,443,54,1456328170.083451,A,10.0.2.15,195.154.107.23,6
6,443,37652,1474,1456328170.095778,A,195.154.107.23,10.0.2.15,6
6,443,37652,1474,1456328170.095934,A,195.154.107.23,10.0.2.15,6
